county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_59,865_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Guayama Municipio, PR",PR,15792,0.1417,n/a,n/a
"Guayanilla Municipio, PR",PR,6390,0.1011,n/a,n/a
"Guaynabo Municipio, PR",PR,36309,0.4336,n/a,n/a
"Gurabo Municipio, PR",PR,15846,0.3692,n/a,n/a
"Hatillo Municipio, PR",PR,13676,0.2221,n/a,n/a
"Hormigueros Municipio, PR",PR,6210,0.1661,n/a,n/a
"Humacao Municipio, PR",PR,20316,0.1847,n/a,n/a
"Isabela Municipio, PR",PR,14926,0.1311,n/a,n/a
"Jayuya Municipio, PR",PR,5177,0.1052,n/a,n/a
"Juana Díaz Municipio, PR",PR,16491,0.1845,n/a,n/a
"Juncos Municipio, PR",PR,14455,0.2045,n/a,n/a
"Lajas Municipio, PR",PR,8844,0.0762,n/a,n/a
"Lares Municipio, PR",PR,10770,0.0833,n/a,n/a
"Las Marías Municipio, PR",PR,3078,0.0452,n/a,n/a
"Las Piedras Municipio, PR",PR,13031,0.1902,n/a,n/a
"Loíza Municipio, PR",PR,9064,0.1399,n/a,n/a
"Luquillo Municipio, PR",PR,6966,0.1613,n/a,n/a
"Manatí Municipio, PR",PR,15510,0.1632,n/a,n/a
"Maricao Municipio, PR",PR,1798,0.0939,n/a,n/a
"Maunabo Municipio, PR",PR,4250,0.1119,n/a,n/a
"Mayagüez Municipio, PR",PR,30020,0.131,n/a,n/a
"Moca Municipio, PR",PR,13831,0.1708,n/a,n/a
"Morovis Municipio, PR",PR,10903,0.1546,n/a,n/a
"Naguabo Municipio, PR",PR,8618,0.1047,n/a,n/a
"Naranjito Municipio, PR",PR,9263,0.102,n/a,n/a
"Orocovis Municipio, PR",PR,7028,0.1013,n/a,n/a
"Patillas Municipio, PR",PR,6434,0.1108,n/a,n/a
"Peñuelas Municipio, PR",PR,7008,0.1294,n/a,n/a
"Ponce Municipio, PR",PR,55830,0.1505,n/a,n/a
"Quebradillas Municipio, PR",PR,8448,0.123,n/a,n/a
"Rincón Municipio, PR",PR,5849,0.1624,n/a,n/a
"Río Grande Municipio, PR",PR,17136,0.1922,n/a,n/a
"Sabana Grande Municipio, PR",PR,8101,0.1195,n/a,n/a
"Salinas Municipio, PR",PR,10761,0.1249,n/a,n/a
"San Germán Municipio, PR",PR,11860,0.1303,n/a,n/a
"San Juan Municipio, PR",PR,153632,0.2629,n/a,n/a
"San Lorenzo Municipio, PR",PR,14374,0.1548,n/a,n/a
"San Sebastián Municipio, PR",PR,14605,0.1189,n/a,n/a
"Santa Isabel Municipio, PR",PR,7548,0.1765,n/a,n/a
"Toa Alta Municipio, PR",PR,24068,0.3004,n/a,n/a
"Toa Baja Municipio, PR",PR,29965,0.2443,n/a,n/a
"Trujillo Alto Municipio, PR",PR,27237,0.3229,n/a,n/a
"Utuado Municipio, PR",PR,11311,0.113,n/a,n/a
"Vega Alta Municipio, PR",PR,14015,0.2084,n/a,n/a
"Vega Baja Municipio, PR",PR,21587,0.1786,n/a,n/a
"Vieques Municipio, PR",PR,3125,0.0477,n/a,n/a
"Villalba Municipio, PR",PR,7451,0.1774,n/a,n/a
"Yabucoa Municipio, PR",PR,12167,0.0968,n/a,n/a
"Yauco Municipio, PR",PR,13217,0.1406,n/a,n/a

"# Assumptions: $8,500 at 24.99% APR / 60 mo -> $249.44/mo; PTI 5% -> required income $59,865"
"# Underlying data: U.S. Census Bureau ACS 5-Year estimates, table B19001. Credit shares derived from Experian state avgs + national band distribution (Sept 2025) - ESTIMATES; methodology in memo."
# Internal territory-design use only. Not for prospect-facing projections (NASAA FPR Commentary Q19.19-19.20).
