county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_37,415_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Venango County, PA",PA,21397,0.6985,0.7156,10695
"Iberia Parish, LA",LA,26816,0.6348,0.6254,10646
"Logan County, OH",OH,19560,0.7702,0.704,10606
"Douglas County, WI",WI,19160,0.7436,0.7438,10597
"Shelby County, OH",OH,18906,0.7949,0.704,10581
"Colbert County, AL",AL,24301,0.6852,0.6351,10575
"Marinette County, WI",WI,19051,0.744,0.7438,10543
"Knox County, ME",ME,18484,0.7759,0.7338,10524
"Perry County, PA",PA,18299,0.8014,0.7156,10495
"Jessamine County, KY",KY,19913,0.7642,0.6892,10488
"Carter County, TN",TN,24425,0.6243,0.6875,10484
"Cerro Gordo County, IA",IA,19538,0.7361,0.7288,10481
"Elko County, NV",NV,19627,0.7812,0.6809,10440
"McMinn County, TN",TN,21218,0.7155,0.6875,10437
"Van Zandt County, TX",TX,22682,0.7186,0.6402,10434
"Campbell County, WY",WY,17988,0.8057,0.7189,10419
"Ravalli County, MT",MT,18661,0.7624,0.7321,10416
"Athens County, OH",OH,23014,0.6429,0.704,10416
"Kandiyohi County, MN",MN,17603,0.7868,0.7504,10393
"Mercer County, WV",WV,24224,0.6299,0.6809,10390
"Summit County, UT",UT,15730,0.9005,0.7288,10324
"Clinton County, IA",IA,19506,0.7257,0.7288,10316
"Itasca County, MN",MN,18541,0.7414,0.7504,10315
"Walker County, AL",AL,25388,0.6392,0.6351,10306
"Lauderdale County, MS",MS,28707,0.5976,0.6006,10304
"DeKalb County, AL",AL,26181,0.6188,0.6351,10288
"Charlottesville city, VA",VA,19815,0.7235,0.7172,10281
"Darlington County, SC",SC,25561,0.5903,0.6809,10274
"Nacogdoches County, TX",TX,25302,0.634,0.6402,10270
"Monroe County, WI",WI,18301,0.7532,0.7438,10253
"Chenango County, NY",NY,19890,0.7213,0.7139,10242
"Grady County, OK",OK,20688,0.7523,0.657,10226
"Ottawa County, OH",OH,18504,0.7834,0.704,10205
"Douglas County, MN",MN,17519,0.7752,0.7504,10191
"Newaygo County, MI",MI,19651,0.7296,0.7106,10188
"Cortland County, NY",NY,18999,0.7476,0.7139,10140
"Beltrami County, MN",MN,18172,0.7427,0.7504,10128
"Bedford County, TN",TN,19505,0.7552,0.6875,10127
"Shelby County, KY",KY,18484,0.7949,0.6892,10126
"Greene County, NY",NY,18674,0.7593,0.7139,10123
"Montgomery County, NY",NY,19603,0.7218,0.7139,10101
"Calaveras County, CA",CA,18437,0.7636,0.7172,10097
"Knox County, IL",IL,20972,0.6704,0.7156,10061
"Isanti County, MN",MN,16293,0.8228,0.7504,10060
"Blount County, AL",AL,22180,0.7106,0.6351,10010
"Dunn County, WI",WI,17440,0.7715,0.7438,10008
"Gordon County, GA",GA,21348,0.732,0.6402,10004
"Chaves County, NM",NM,23712,0.6164,0.6842,10000
"Benton County, MN",MN,16719,0.7951,0.7504,9975
"Stephenson County, IL",IL,19358,0.718,0.7156,9946
"Jefferson County, AR",AR,24017,0.6281,0.657,9911
"Gibson County, TN",TN,20360,0.7076,0.6875,9905
"Franklin County, NY",NY,19514,0.7104,0.7139,9896
"Stokes County, NC",NC,19546,0.7262,0.6941,9852
"Clatsop County, OR",OR,17984,0.746,0.7321,9822
"Jackson County, IL",IL,22955,0.5973,0.7156,9812
"Coles County, IL",IL,20824,0.6582,0.7156,9809
"Pierce County, WI",WI,15867,0.8305,0.7438,9802
"Waldo County, ME",ME,17470,0.7641,0.7338,9796
"Noble County, IN",IN,18179,0.7698,0.699,9782
"Marshall County, IN",IN,17758,0.7864,0.699,9762
"Delaware County, NY",NY,19203,0.7097,0.7139,9729
"Oconto County, WI",WI,16811,0.7778,0.7438,9725
"Nelson County, KY",KY,19150,0.7355,0.6892,9707
"Shawano County, WI",WI,17246,0.7561,0.7438,9699
"Montrose County, CO",CO,18069,0.7346,0.7305,9696
"Sampson County, NC",NC,21607,0.6461,0.6941,9690
"Shelby County, IN",IN,18450,0.751,0.699,9685
"Douglas County, WA",WA,15923,0.8224,0.7388,9675
"Kendall County, TX",TX,17741,0.8499,0.6402,9653
"Henry County, VA",VA,21043,0.6383,0.7172,9633
"Coffee County, AL",AL,20984,0.7226,0.6351,9630
"Bedford County, PA",PA,19750,0.6811,0.7156,9626
"Mifflin County, PA",PA,18510,0.7245,0.7156,9596
"Shenandoah County, VA",VA,17962,0.7447,0.7172,9594
"Jackson County, IN",IN,18138,0.7561,0.699,9586
"Sullivan County, NH",NH,16618,0.7785,0.7405,9580
"Oneida County, WI",WI,17493,0.7358,0.7438,9573
"Sagadahoc County, ME",ME,16446,0.7915,0.7338,9552
"Lawrence County, IN",IN,19135,0.7139,0.699,9548
"Davie County, NC",NC,17270,0.7954,0.6941,9534
"Muscatine County, IA",IA,17345,0.7527,0.7288,9515
"Jones County, MS",MS,24957,0.6346,0.6006,9512
"Cherokee County, SC",SC,22063,0.6328,0.6809,9507
"Dare County, NC",NC,16836,0.812,0.6941,9489
"Dubois County, IN",IN,17574,0.7693,0.699,9450
"Sweetwater County, WY",WY,17502,0.7495,0.7189,9430
"Washington County, OK",OK,20957,0.6846,0.657,9426
"Hoke County, NC",NC,19258,0.7045,0.6941,9416
"Henry County, IN",IN,18642,0.7213,0.699,9399
"Lenoir County, NC",NC,23351,0.5784,0.6941,9375
"Green County, WI",WI,15775,0.7983,0.7438,9366
"Fulton County, OH",OH,16986,0.7826,0.704,9358
"Duplin County, NC",NC,20787,0.6476,0.6941,9343
"Lincoln County, ME",ME,16592,0.7673,0.7338,9342
"Gloucester County, VA",VA,15274,0.8528,0.7172,9342
"Amador County, CA",CA,16091,0.8084,0.7172,9329
"Wilson County, TX",TX,18185,0.8013,0.6402,9329
"Mower County, MN",MN,15719,0.787,0.7504,9283
"DeKalb County, IN",IN,17096,0.7761,0.699,9275
"Camden County, MO",MO,17925,0.736,0.7024,9267
"Waller County, TX",TX,18342,0.7888,0.6402,9262
"Cheatham County, TN",TN,16279,0.8264,0.6875,9249
"Pike County, KY",KY,24284,0.5525,0.6892,9247
"Logan County, OK",OK,17834,0.789,0.657,9245
"Siskiyou County, CA",CA,19079,0.6747,0.7172,9232
"Russell County, AL",AL,23938,0.6063,0.6351,9217
"Fayette County, TN",TN,17210,0.7779,0.6875,9204
"Macoupin County, IL",IL,17576,0.7312,0.7156,9197
"Nez Perce County, ID",ID,17270,0.7289,0.7305,9196
"Madison County, OH",OH,15686,0.8305,0.704,9171
"Hillsdale County, MI",MI,17860,0.7221,0.7106,9164
"Bingham County, ID",ID,16132,0.7772,0.7305,9159
"Watauga County, NC",NC,21198,0.6211,0.6941,9139
"Isle of Wight County, VA",VA,15756,0.8077,0.7172,9128
"Orange County, VA",VA,14856,0.8542,0.7172,9101
"Jefferson County, PA",PA,18344,0.6932,0.7156,9100
"Fremont County, CO",CO,17976,0.6929,0.7305,9099
"Addison County, VT",VT,14966,0.8145,0.7438,9067
"Okanogan County, WA",WA,17540,0.6989,0.7388,9057
"Bryan County, GA",GA,16603,0.8509,0.6402,9045
"McLeod County, MN",MN,15215,0.7921,0.7504,9044
"Chambers County, TX",TX,17229,0.8181,0.6402,9023
"Steele County, MN",MN,15138,0.7934,0.7504,9013
"Williams County, ND",ND,15154,0.8116,0.7321,9005
"Jefferson County, WA",WA,16340,0.7448,0.7388,8991
"Talbot County, MD",MD,16433,0.7729,0.7057,8963
"Crawford County, OH",OH,18059,0.7033,0.704,8942
"St. Charles Parish, LA",LA,18608,0.7682,0.6254,8940
"Mercer County, OH",OH,16408,0.7732,0.704,8932
"Louisa County, VA",VA,15561,0.7994,0.7172,8921
"Manassas city, VA",VA,14203,0.8758,0.7172,8921
"Preble County, OH",OH,16725,0.7559,0.704,8900
"Warren County, VA",VA,15339,0.8089,0.7172,8899
"McDowell County, NC",NC,18638,0.6868,0.6941,8885
"Beaufort County, NC",NC,19385,0.6602,0.6941,8883
"Jackson County, AL",AL,21795,0.6417,0.6351,8882
"Allegany County, NY",NY,17710,0.7016,0.7139,8870
"Essex County, NY",NY,16342,0.7571,0.7139,8833
"Hancock County, MS",MS,20237,0.7266,0.6006,8831
"Sanilac County, MI",MI,17516,0.7088,0.7106,8823
"Pulaski County, MO",MO,16851,0.7455,0.7024,8823
"Lowndes County, MS",MS,23006,0.638,0.6006,8815
"Monroe County, TN",TN,19714,0.6493,0.6875,8800
"Pearl River County, MS",MS,21880,0.6686,0.6006,8786
"Wyoming County, NY",NY,16453,0.7474,0.7139,8779
"Brown County, OH",OH,17138,0.7275,0.704,8778
"Des Moines County, IA",IA,17178,0.7003,0.7288,8767
"Callaway County, MO",MO,16485,0.7569,0.7024,8764
"Boyd County, KY",KY,19309,0.6584,0.6892,8762
"Door County, WI",WI,14986,0.785,0.7438,8750
"Brown County, SD",SD,16285,0.7312,0.7338,8737
"Medina County, TX",TX,17804,0.7661,0.6402,8732
"Marshall County, IA",IA,15496,0.7731,0.7288,8731
"Branch County, MI",MI,16906,0.7265,0.7106,8727
"Henderson County, KY",KY,18522,0.6834,0.6892,8724
"Polk County, TX",TX,19517,0.6976,0.6402,8717
"Vermilion Parish, LA",LA,21797,0.6385,0.6254,8703
"Jackson County, NC",NC,18430,0.6799,0.6941,8698
"Macon County, NC",NC,18406,0.6802,0.6941,8690
"Franklin County, TN",TN,17445,0.7237,0.6875,8680
"Tioga County, PA",PA,16687,0.7259,0.7156,8668
"Champaign County, OH",OH,15646,0.7852,0.704,8649
"Highland County, OH",OH,16938,0.7238,0.704,8631
"Carter County, OK",OK,19046,0.6894,0.657,8626
"Navarro County, TX",TX,19044,0.7071,0.6402,8621
"Clinton County, OH",OH,16761,0.73,0.704,8614
"McClain County, OK",OK,16421,0.7972,0.657,8601
"Harrisonburg city, VA",VA,17360,0.6894,0.7172,8584
"Huntingdon County, PA",PA,16341,0.7335,0.7156,8577
"Lamar County, TX",TX,20019,0.6667,0.6402,8544
"Dodge County, NE",NE,15168,0.7707,0.7288,8520
"Curry County, NM",NM,18595,0.6695,0.6842,8518
"Whitman County, WA",WA,18721,0.6157,0.7388,8516
"Wasatch County, UT",UT,12880,0.9065,0.7288,8510
"Harrison County, IN",IN,15497,0.7855,0.699,8509
"Pettis County, MO",MO,16996,0.7127,0.7024,8508
"Latah County, ID",ID,16270,0.7156,0.7305,8506
"Emmet County, MI",MI,15190,0.7872,0.7106,8498
"Wood County, TX",TX,18672,0.7103,0.6402,8491
"Jasper County, IA",IA,15010,0.7741,0.7288,8469
"Edgecombe County, NC",NC,19652,0.6198,0.6941,8455
"Oconee County, GA",GA,14994,0.8807,0.6402,8454
"Carlton County, MN",MN,14090,0.7995,0.7504,8453
"Woodford County, IL",IL,14685,0.8038,0.7156,8446
"Albany County, WY",WY,17083,0.6874,0.7189,8442
"Defiance County, OH",OH,15327,0.7815,0.704,8432
"Clinton County, IL",IL,14570,0.8085,0.7156,8429
"McKean County, PA",PA,16369,0.7185,0.7156,8416
"Hopkins County, KY",KY,18397,0.6625,0.6892,8400
"Monroe County, IL",IL,13851,0.8441,0.7156,8367
"Rusk County, TX",TX,18027,0.7238,0.6402,8353
"Montgomery County, IN",IN,15602,0.7657,0.699,8351
"Orleans County, NY",NY,16220,0.7207,0.7139,8345
"McKinley County, NM",NM,21353,0.5703,0.6842,8331
"Mecosta County, MI",MI,16708,0.6991,0.7106,8300
"Bryan County, OK",OK,18397,0.6858,0.657,8289
"Levy County, FL",FL,18562,0.6446,0.6892,8246
"Columbus County, NC",NC,20048,0.5922,0.6941,8240
"Morton County, ND",ND,13946,0.8064,0.7321,8233
"Ohio County, WV",WV,18342,0.6583,0.6809,8222
"Phelps County, MO",MO,17329,0.6745,0.7024,8210
"Cooke County, TX",TX,16528,0.7751,0.6402,8201
"Juneau City and Borough, AK",AK,13167,0.8687,0.7156,8185
"Becker County, MN",MN,14410,0.7567,0.7504,8182
"Thomas County, GA",GA,18684,0.6826,0.6402,8165
"Huntington County, IN",IN,15403,0.7582,0.699,8163
"Cherokee County, TX",TX,18185,0.701,0.6402,8161
"Acadia Parish, LA",LA,22099,0.5899,0.6254,8153
"Warren County, PA",PA,16123,0.7045,0.7156,8129
"Caldwell County, TX",TX,16647,0.7611,0.6402,8112
"Halifax County, NC",NC,20383,0.5712,0.6941,8081
"Osage County, OK",OK,17374,0.7071,0.657,8072
"Susquehanna County, PA",PA,15517,0.7267,0.7156,8069
"Union County, PA",PA,14546,0.775,0.7156,8067
"Summit County, CO",CO,12545,0.8801,0.7305,8065
"Lafayette County, MS",MS,19044,0.7034,0.6006,8046
"Chilton County, AL",AL,17875,0.7087,0.6351,8045
"Fremont County, WY",WY,15037,0.744,0.7189,8043
"Cherokee County, OK",OK,18698,0.6535,0.657,8029
"Barren County, KY",KY,18017,0.6462,0.6892,8025
"Livingston County, IL",IL,14615,0.767,0.7156,8021
"St. Martin Parish, LA",LA,19579,0.6542,0.6254,8011
"Dale County, AL",AL,19727,0.6387,0.6351,8002
"Whitley County, IN",IN,14029,0.8157,0.699,7999
"Greene County, AR",AR,17994,0.6752,0.657,7982
"Bennington County, VT",VT,14987,0.7154,0.7438,7974
"Nicollet County, MN",MN,13002,0.8168,0.7504,7970
"Guernsey County, OH",OH,16318,0.6927,0.704,7958
"Snyder County, PA",PA,14600,0.7562,0.7156,7901
"Pasquotank County, NC",NC,15785,0.721,0.6941,7900
"Webster County, IA",IA,15375,0.7049,0.7288,7899
"Habersham County, GA",GA,16753,0.736,0.6402,7894
"Effingham County, IL",IL,13951,0.7907,0.7156,7894
"Stephens County, OK",OK,17567,0.6825,0.657,7878
"Warren County, MO",MO,13845,0.8097,0.7024,7874
"Prince George County, VA",VA,12919,0.8466,0.7172,7844
"Baxter County, AR",AR,19348,0.6164,0.657,7835
"Marion County, IL",IL,15512,0.7042,0.7156,7816
"Williams County, OH",OH,15476,0.7173,0.704,7815
"Danville city, VA",VA,19066,0.5703,0.7172,7798
"Delta County, MI",MI,15971,0.6859,0.7106,7784
"Morrison County, MN",MN,14084,0.7361,0.7504,7780
"Anderson County, TX",TX,17579,0.6905,0.6402,7771
"Crittenden County, AR",AR,18203,0.6494,0.657,7767
"Silver Bow County, MT",MT,15419,0.6879,0.7321,7766
"Miami County, KS",KS,13738,0.7898,0.7156,7765
"Apache County, AZ",AZ,21100,0.5311,0.6925,7761
"Lincoln County, NE",NE,14890,0.7139,0.7288,7748
"Steuben County, IN",IN,14058,0.7872,0.699,7736
"Vernon Parish, LA",LA,18300,0.675,0.6254,7725
"Brookings County, SD",SD,13798,0.7623,0.7338,7719
"Oktibbeha County, MS",MS,21840,0.5876,0.6006,7708
"Finney County, KS",KS,13229,0.8142,0.7156,7707
"Putnam County, OH",OH,13153,0.8319,0.704,7703
"Santa Cruz County, AZ",AZ,16966,0.655,0.6925,7696
"Clinton County, PA",PA,15424,0.6968,0.7156,7691
"Wharton County, TX",TX,15890,0.7554,0.6402,7685
"Person County, NC",NC,16063,0.689,0.6941,7682
"Lawrence County, TN",TN,16991,0.6574,0.6875,7679
"Orange County, VT",VT,12742,0.8092,0.7438,7669
"Gratiot County, MI",MI,14775,0.73,0.7106,7664
"Scotts Bluff County, NE",NE,15078,0.697,0.7288,7659
"Harvey County, KS",KS,13700,0.7811,0.7156,7658
"Botetourt County, VA",VA,13220,0.8077,0.7172,7658
"Kay County, OK",OK,16776,0.6943,0.657,7652
"Holmes County, OH",OH,13395,0.8104,0.704,7642
"Madison County, NE",NE,14462,0.7247,0.7288,7638
"Stark County, ND",ND,13537,0.7706,0.7321,7637
"Pittsburg County, OK",OK,17851,0.651,0.657,7636
"Platte County, NE",NE,13658,0.7671,0.7288,7635
"Jefferson County, IL",IL,14820,0.717,0.7156,7604
"Clarion County, PA",PA,15049,0.7054,0.7156,7596
"Marion County, IA",IA,13316,0.781,0.7288,7579
"Morrow County, OH",OH,13463,0.7994,0.704,7577
"Franklin County, IL",IL,16137,0.6548,0.7156,7561
"Atascosa County, TX",TX,16786,0.7024,0.6402,7549
"Clark County, KY",KY,15055,0.7274,0.6892,7548
"Warren County, TN",TN,16203,0.6773,0.6875,7545
"Bureau County, IL",IL,14028,0.7502,0.7156,7531
"Erath County, TX",TX,16816,0.6993,0.6402,7529
"Val Verde County, TX",TX,16810,0.6994,0.6402,7526
"Washington County, TX",TX,15481,0.7579,0.6402,7511
"Webster County, MO",MO,13964,0.7654,0.7024,7507
"Sioux County, IA",IA,12690,0.8092,0.7288,7484
"Scott County, MO",MO,15327,0.695,0.7024,7482
"Sheridan County, WY",WY,13845,0.7511,0.7189,7476
"Jackson County, FL",FL,17276,0.6278,0.6892,7475
"Putnam County, IN",IN,14142,0.7554,0.699,7467
"Le Flore County, OK",OK,17997,0.6311,0.657,7462
"Knox County, IN",IN,15169,0.7034,0.699,7458
"Campbell County, TN",TN,17186,0.6296,0.6875,7439
"Laurens County, GA",GA,18592,0.6241,0.6402,7429
"Delaware County, OK",OK,17161,0.658,0.657,7418
"LaGrange County, IN",IN,12897,0.8206,0.699,7398
"Cass County, IN",IN,15037,0.7024,0.699,7383
"Trempealeau County, WI",WI,12533,0.7908,0.7438,7372
"Chesterfield County, SC",SC,17534,0.617,0.6809,7366
"Wapello County, IA",IA,13997,0.7209,0.7288,7354
"Greene County, PA",PA,14324,0.7151,0.7156,7330
"Crawford County, KS",KS,15838,0.6464,0.7156,7326
"Suwannee County, FL",FL,16112,0.6584,0.6892,7311
"Newberry County, SC",SC,15325,0.7004,0.6809,7309
"Le Sueur County, MN",MN,11650,0.8338,0.7504,7289
"Clark County, WI",WI,12839,0.7631,0.7438,7287
"Transylvania County, NC",NC,14584,0.7174,0.6941,7262
"Pulaski County, VA",VA,14456,0.7004,0.7172,7261
"Lincoln County, TN",TN,14849,0.7107,0.6875,7255
"Geary County, KS",KS,14158,0.7154,0.7156,7248
"Accomack County, VA",VA,14446,0.6985,0.7172,7237
"Meade County, SD",SD,11968,0.8229,0.7338,7227
"Caledonia County, VT",VT,13091,0.7419,0.7438,7224
"Yadkin County, NC",NC,15009,0.6929,0.6941,7219
"Teller County, CO",CO,11860,0.8328,0.7305,7215
"Cass County, MN",MN,12874,0.7464,0.7504,7211
"Park County, WY",WY,13330,0.7518,0.7189,7204
"Tallapoosa County, AL",AL,17076,0.6626,0.6351,7186
"Wayne County, WV",WV,15762,0.6695,0.6809,7185
"Freeborn County, MN",MN,12846,0.7445,0.7504,7176
"Lee County, IL",IL,13337,0.7516,0.7156,7173
"Okeechobee County, FL",FL,15113,0.6881,0.6892,7167
"Lee County, IA",IA,14323,0.6864,0.7288,7165
"Upshur County, TX",TX,15583,0.718,0.6402,7163
"St. Mary Parish, LA",LA,18463,0.62,0.6254,7159
"Lawrence County, MO",MO,14602,0.6979,0.7024,7158
"Routt County, CO",CO,11281,0.868,0.7305,7153
"Codington County, SD",SD,12526,0.7772,0.7338,7143
"Lamoille County, VT",VT,11923,0.8054,0.7438,7142
"Madison County, ID",ID,13326,0.7336,0.7305,7141
"Pontotoc County, OK",OK,15134,0.7165,0.657,7124
"Powhatan County, VA",VA,11325,0.8766,0.7172,7120
"Gibson County, IN",IN,13438,0.7579,0.699,7119
"Tazewell County, VA",VA,16290,0.6092,0.7172,7117
"Elk County, PA",PA,13325,0.7458,0.7156,7111
"Vance County, NC",NC,16147,0.6342,0.6941,7108
"Marshall County, TN",TN,13622,0.7589,0.6875,7107
"Butler County, MO",MO,16594,0.6088,0.7024,7096
"Rio Arriba County, NM",NM,15647,0.6624,0.6842,7091
"Seneca County, NY",NY,13606,0.7298,0.7139,7088
"Taos County, NM",NM,15549,0.666,0.6842,7085
"Vernon County, WI",WI,12424,0.7654,0.7438,7073
"Murray County, GA",GA,15246,0.7218,0.6402,7045
"Caroline County, VA",VA,11988,0.8175,0.7172,7029
"Fayette County, WV",WV,15948,0.6468,0.6809,7024
"Huron County, MI",MI,14150,0.6971,0.7106,7010
"Lafayette County, MO",MO,12576,0.7936,0.7024,7010
"Wakulla County, FL",FL,12745,0.7977,0.6892,7007
"Coos County, NH",NH,14002,0.6755,0.7405,7004
"Chippewa County, MI",MI,14080,0.6998,0.7106,7002
"Lincoln County, WI",WI,12772,0.7357,0.7438,6989
"Alexander County, NC",NC,14126,0.7125,0.6941,6986
"Dyer County, TN",TN,14769,0.6872,0.6875,6978
"Petersburg city, VA",VA,15138,0.6421,0.7172,6972
"Boone County, AR",AR,15363,0.6906,0.657,6971
"Harris County, GA",GA,13027,0.8356,0.6402,6969
"Wexford County, MI",MI,13696,0.7159,0.7106,6968
"Houghton County, MI",MI,14305,0.684,0.7106,6953
"Greenup County, KY",KY,14739,0.6837,0.6892,6945
"Baldwin County, GA",GA,16582,0.6534,0.6402,6936
"Colleton County, SC",SC,16408,0.6204,0.6809,6931
"Fulton County, IL",IL,13795,0.7009,0.7156,6919
"Howell County, MO",MO,15965,0.6158,0.7024,6905
"Uintah County, UT",UT,12145,0.7792,0.7288,6897
"Jasper County, IN",IN,12755,0.7732,0.699,6894
"Adams County, NE",NE,13076,0.7233,0.7288,6892
"Richmond County, NC",NC,17026,0.5831,0.6941,6891
"Polk County, GA",GA,15901,0.676,0.6402,6882
"Lyon County, KS",KS,13481,0.7133,0.7156,6881
"Charlevoix County, MI",MI,12267,0.7894,0.7106,6881
"Gadsden County, FL",FL,16872,0.5901,0.6892,6862
"Pine County, MN",MN,12323,0.7416,0.7504,6857
"Warren County, MS",MS,16772,0.6796,0.6006,6846
"Maverick County, TX",TX,18080,0.5911,0.6402,6842
"Washington County, ME",ME,14187,0.6572,0.7338,6841
"Coshocton County, OH",OH,14786,0.6558,0.704,6826
"Stone County, MO",MO,13530,0.7181,0.7024,6824
"Christian County, IL",IL,13586,0.7017,0.7156,6822
"Schoharie County, NY",NY,12861,0.7425,0.7139,6817
"Polk County, MN",MN,12360,0.7344,0.7504,6811
"Currituck County, NC",NC,11845,0.8273,0.6941,6802
"McPherson County, KS",KS,12162,0.7813,0.7156,6800
"Laclede County, MO",MO,14558,0.6634,0.7024,6784
"Mayes County, OK",OK,15315,0.6725,0.657,6766
"Colquitt County, GA",GA,16803,0.6285,0.6402,6761
"Perry County, OH",OH,13452,0.7136,0.704,6758
"Orleans County, VT",VT,12072,0.7521,0.7438,6753
"Clinton County, IN",IN,12496,0.7714,0.699,6738
"Calloway County, KY",KY,15239,0.6386,0.6892,6707
"Morgan County, IL",IL,13076,0.7158,0.7156,6698
"Goochland County, VA",VA,10342,0.9001,0.7172,6676
"Miami County, IN",IN,13318,0.7154,0.699,6660
"Marshall County, KY",KY,13209,0.7307,0.6892,6652
"Pickens County, GA",GA,13430,0.773,0.6402,6646
"Adams County, IN",IN,12401,0.7663,0.699,6642
"Matagorda County, TX",TX,15439,0.6707,0.6402,6629
"Amherst County, VA",VA,12694,0.7281,0.7172,6629
"Lee County, GA",GA,12287,0.8426,0.6402,6628
"St. Bernard Parish, LA",LA,16219,0.6533,0.6254,6627
"Cass County, NE",NE,10832,0.8395,0.7288,6627
"Mason County, MI",MI,12801,0.7269,0.7106,6612
"St. John the Baptist Parish, LA",LA,15152,0.6968,0.6254,6603
"Hopkins County, TX",TX,14002,0.7364,0.6402,6601
"Dorchester County, MD",MD,13546,0.6879,0.7057,6576
"Fredericksburg city, VA",VA,11720,0.7823,0.7172,6575
"Barry County, MO",MO,13336,0.7006,0.7024,6563
"Cowley County, KS",KS,13387,0.6839,0.7156,6552
"Caroline County, MD",MD,12495,0.7428,0.7057,6550
"Hendry County, FL",FL,14130,0.6721,0.6892,6545
"Jefferson County, IN",IN,12790,0.7317,0.699,6541
"Wabash County, IN",IN,12674,0.7372,0.699,6531
"Jasper County, SC",SC,13118,0.731,0.6809,6529
"Elbert County, CO",CO,10004,0.8906,0.7305,6509
"Lawrence County, SD",SD,12054,0.7357,0.7338,6508
"Miller County, AR",AR,16359,0.6036,0.657,6487
"Blaine County, ID",ID,10413,0.8522,0.7305,6482
"Wise County, VA",VA,13905,0.6466,0.7172,6449
"Ford County, KS",KS,11796,0.7633,0.7156,6443
"Brown County, MN",MN,11027,0.778,0.7504,6438
"Lake County, MT",MT,12576,0.6984,0.7321,6430
"Sequoyah County, OK",OK,15454,0.633,0.657,6427
"Garrett County, MD",MD,12578,0.7225,0.7057,6413
"Henry County, OH",OH,11451,0.7947,0.704,6406
"Greene County, IN",IN,13107,0.6986,0.699,6400
"Rhea County, TN",TN,13475,0.6908,0.6875,6400
"Crook County, OR",OR,10782,0.8096,0.7321,6390
"Tift County, GA",GA,15640,0.6376,0.6402,6384
"Tillamook County, OR",OR,11936,0.7298,0.7321,6377
"Independence County, AR",AR,14638,0.6623,0.657,6370
"Brown County, TX",TX,14972,0.6646,0.6402,6370
"Boone County, IA",IA,10936,0.7989,0.7288,6367
"Franklin County, ME",ME,12675,0.6842,0.7338,6364
"Delta County, CO",CO,12959,0.6722,0.7305,6363
"King George County, VA",VA,10133,0.8752,0.7172,6360
"Cocke County, TN",TN,15509,0.5958,0.6875,6353
"Mecklenburg County, VA",VA,13569,0.6521,0.7172,6346
"Fluvanna County, VA",VA,10329,0.8525,0.7172,6315
"Greenbrier County, WV",WV,14788,0.6261,0.6809,6304
"Mississippi County, AR",AR,15452,0.6206,0.657,6300
"Teton County, WY",WY,9830,0.8908,0.7189,6295
"Washington Parish, LA",LA,17716,0.5681,0.6254,6294
"Van Wert County, OH",OH,11549,0.7735,0.704,6289
"Vilas County, WI",WI,11147,0.7582,0.7438,6286
"Graham County, AZ",AZ,12746,0.7099,0.6925,6266
"Dawson County, GA",GA,11573,0.8449,0.6402,6260
"Hill County, TX",TX,13767,0.7101,0.6402,6258
"Graves County, KY",KY,14139,0.6409,0.6892,6246
"Randolph County, IL",IL,11945,0.7293,0.7156,6234
"Preston County, WV",WV,12809,0.7141,0.6809,6228
"Union County, AR",AR,15002,0.6316,0.657,6225
"Wells County, IN",IN,11546,0.7709,0.699,6222
"Beauregard Parish, LA",LA,13747,0.7208,0.6254,6197
"Montgomery County, KS",KS,12880,0.6711,0.7156,6185
"Lawrence County, AL",AL,13627,0.7142,0.6351,6181
"Cherokee County, NC",NC,13241,0.6725,0.6941,6181
"Hardin County, OH",OH,11724,0.7485,0.704,6178
"Jefferson County, ID",ID,10199,0.8288,0.7305,6175
"Starr County, TX",TX,19157,0.5029,0.6402,6168
"Okmulgee County, OK",OK,14246,0.6572,0.657,6151
"Ellis County, KS",KS,12251,0.7013,0.7156,6148
"Alpena County, MI",MI,13019,0.664,0.7106,6143
"Otsego County, MI",MI,11231,0.768,0.7106,6129
"Dickinson County, MI",MI,11905,0.7234,0.7106,6120
"Elmore County, ID",ID,11067,0.7545,0.7305,6100
"Iowa County, WI",WI,10118,0.8105,0.7438,6099
"Antrim County, MI",MI,11100,0.7729,0.7106,6096
"Mille Lacs County, MN",MN,10672,0.7588,0.7504,6077
"Fannin County, TX",TX,12767,0.7436,0.6402,6077
"Jackson County, OH",OH,12933,0.6661,0.704,6065
"Logan County, IL",IL,11266,0.751,0.7156,6055
"Plymouth County, IA",IA,10313,0.8046,0.7288,6047
"Morgan County, CO",CO,11069,0.7467,0.7305,6038
"Gilmer County, GA",GA,13015,0.7231,0.6402,6025
"Juneau County, WI",WI,10955,0.7385,0.7438,6017
"Halifax County, VA",VA,13613,0.6145,0.7172,5999
"Wyoming County, PA",PA,10912,0.7663,0.7156,5984
"Lincoln Parish, LA",LA,18487,0.5166,0.6254,5972
"Benton County, IA",IA,10202,0.8015,0.7288,5959
"Iroquois County, IL",IL,11443,0.7275,0.7156,5958
"New Kent County, VA",VA,9263,0.8965,0.7172,5956
"Ripley County, IN",IN,11531,0.7381,0.699,5949
