county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_37,415_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Redwood County, MN",MN,6293,0.7149,0.7504,3376
"Appomattox County, VA",VA,6639,0.709,0.7172,3376
"Taylor County, FL",FL,7976,0.6139,0.6892,3375
"Lee County, TX",TX,6984,0.7548,0.6402,3375
"Hertford County, NC",NC,8285,0.5863,0.6941,3372
"Gonzales County, TX",TX,7926,0.6636,0.6402,3367
"Northampton County, NC",NC,7857,0.6172,0.6941,3366
"Presque Isle County, MI",MI,6655,0.7107,0.7106,3361
"Crawford County, IA",IA,6331,0.7269,0.7288,3354
"Floyd County, VA",VA,6627,0.7052,0.7172,3352
"Bond County, IL",IL,6147,0.7613,0.7156,3349
"Grant County, AR",AR,6978,0.7283,0.657,3339
"Rusk County, WI",WI,6355,0.706,0.7438,3337
"Washington County, IL",IL,5795,0.8032,0.7156,3331
"Uvalde County, TX",TX,8417,0.6182,0.6402,3331
"Ketchikan Gateway Borough, AK",AK,5732,0.8102,0.7156,3323
"Alamosa County, CO",CO,6648,0.6836,0.7305,3320
"Carroll County, IL",IL,6578,0.7043,0.7156,3315
"Wyoming County, WV",WV,8068,0.6034,0.6809,3315
"McDuffie County, GA",GA,8149,0.6344,0.6402,3310
"St. James Parish, LA",LA,7543,0.7014,0.6254,3309
"Marion County, MS",MS,9122,0.6031,0.6006,3304
"Houston County, TX",TX,7983,0.646,0.6402,3302
"Banks County, GA",GA,6856,0.7508,0.6402,3296
"Garrard County, KY",KY,6695,0.7143,0.6892,3296
"Tishomingo County, MS",MS,8834,0.6212,0.6006,3296
"Morehouse Parish, LA",LA,9769,0.5388,0.6254,3292
"Fulton County, PA",PA,6339,0.7249,0.7156,3288
"Carbon County, WY",WY,6116,0.7477,0.7189,3287
"Adams County, WA",WA,6288,0.707,0.7388,3284
"Koochiching County, MN",MN,5872,0.7444,0.7504,3280
"Allamakee County, IA",IA,5950,0.7555,0.7288,3276
"Roosevelt County, NM",NM,7441,0.6435,0.6842,3276
"Greene County, NC",NC,6912,0.6828,0.6941,3276
"Clark County, AR",AR,8121,0.6139,0.657,3275
"Richland County, IL",IL,6443,0.71,0.7156,3274
"O'Brien County, IA",IA,5809,0.7729,0.7288,3272
"Barbour County, AL",AL,9128,0.5643,0.6351,3271
"Bristol city, VA",VA,7226,0.6309,0.7172,3269
"Barnwell County, SC",SC,8116,0.5909,0.6809,3265
"Polk County, AR",AR,7898,0.6291,0.657,3264
"Andrews County, TX",TX,6844,0.7447,0.6402,3263
"Hutchinson County, TX",TX,7000,0.7256,0.6402,3252
"Johnson County, TN",TN,7298,0.6476,0.6875,3249
"Arenac County, MI",MI,6552,0.6962,0.7106,3241
"Worth County, GA",GA,7739,0.6529,0.6402,3235
"Wayne County, IL",IL,6866,0.658,0.7156,3233
"Sabine Parish, LA",LA,8785,0.5882,0.6254,3232
"Grant Parish, LA",LA,7440,0.6934,0.6254,3227
"Wadena County, MN",MN,6081,0.7054,0.7504,3219
"Cooper County, MO",MO,6246,0.7337,0.7024,3219
"Converse County, WY",WY,5772,0.7748,0.7189,3215
"Mills County, IA",IA,5394,0.8171,0.7288,3212
"York County, NE",NE,5712,0.7714,0.7288,3211
"Mingo County, WV",WV,9317,0.5046,0.6809,3201
"Marlboro County, SC",SC,9789,0.4793,0.6809,3195
"Gogebic County, MI",MI,6989,0.6422,0.7106,3189
"Fentress County, TN",TN,7831,0.5923,0.6875,3189
"Moore County, TX",TX,7157,0.6957,0.6402,3188
"Buckingham County, VA",VA,6274,0.7085,0.7172,3188
"Buffalo County, WI",WI,5720,0.7485,0.7438,3185
"Hart County, KY",KY,7376,0.6252,0.6892,3178
"Mitchell County, GA",GA,7813,0.6327,0.6402,3165
"Adair County, KY",KY,7136,0.6432,0.6892,3163
"Pend Oreille County, WA",WA,5949,0.7177,0.7388,3154
"Benton County, TN",TN,7121,0.6441,0.6875,3153
"Madison County, VA",VA,5482,0.802,0.7172,3153
"Neosho County, KS",KS,6464,0.6813,0.7156,3151
"Marion County, AR",AR,7664,0.6257,0.657,3150
"Robertson County, TX",TX,6701,0.7326,0.6402,3143
"Parke County, IN",IN,6147,0.73,0.699,3137
"Amelia County, VA",VA,5417,0.8076,0.7172,3137
"Moultrie County, IL",IL,5817,0.7525,0.7156,3132
"Haywood County, TN",TN,7167,0.6352,0.6875,3130
"Vermillion County, IN",IN,6594,0.6778,0.699,3124
"Luna County, NM",NM,9223,0.4941,0.6842,3118
"Clarke County, AL",AL,8423,0.5825,0.6351,3116
"Wayne County, KY",KY,8074,0.5599,0.6892,3116
"Letcher County, KY",KY,8463,0.5339,0.6892,3114
"Bell County, KY",KY,9939,0.4541,0.6892,3111
"Freestone County, TX",TX,7090,0.6849,0.6402,3109
"Pike County, MO",MO,6424,0.6846,0.7024,3089
"Poquoson city, VA",VA,4728,0.9109,0.7172,3089
"Union County, IL",IL,6868,0.6281,0.7156,3087
"Mitchell County, NC",NC,6587,0.6752,0.6941,3087
"Buchanan County, VA",VA,7530,0.5716,0.7172,3087
"Newton County, IN",IN,5726,0.7704,0.699,3084
"Missaukee County, MI",MI,5909,0.7327,0.7106,3077
"Wright County, MO",MO,7187,0.6061,0.7024,3060
"Tippah County, MS",MS,8017,0.6346,0.6006,3056
"Holmes County, FL",FL,7011,0.6319,0.6892,3053
"Lincoln County, WV",WV,7673,0.5841,0.6809,3052
"Crawford County, MI",MI,6231,0.6888,0.7106,3050
"Jefferson County, MT",MT,4996,0.8338,0.7321,3050
"Bates County, MO",MO,6158,0.7037,0.7024,3044
"Lewis County, WV",WV,6967,0.6415,0.6809,3043
"Gasconade County, MO",MO,6061,0.7146,0.7024,3042
"Russell County, KY",KY,7562,0.583,0.6892,3039
"Saline County, NE",NE,5143,0.8102,0.7288,3037
"Taylor County, WV",WV,6604,0.6751,0.6809,3036
"Moffat County, CO",CO,5390,0.769,0.7305,3028
"Lancaster County, VA",VA,5701,0.7405,0.7172,3028
"Gulf County, FL",FL,5944,0.7385,0.6892,3025
"Van Buren County, AR",AR,7432,0.6188,0.657,3022
"Mason County, KY",KY,7131,0.6148,0.6892,3021
"Tyler County, TX",TX,7145,0.6598,0.6402,3018
"Grenada County, MS",MS,8464,0.5933,0.6006,3016
"Eastland County, TX",TX,7236,0.6511,0.6402,3016
"Grundy County, IA",IA,5117,0.8075,0.7288,3011
"Macon County, MO",MO,6067,0.7063,0.7024,3010
"Bibb County, AL",AL,7704,0.615,0.6351,3009
"McIntosh County, OK",OK,7784,0.588,0.657,3007
"Texas County, OK",OK,6824,0.67,0.657,3004
"Franklin County, ID",ID,4932,0.8329,0.7305,3001
"Moniteau County, MO",MO,5729,0.7443,0.7024,2995
"Tattnall County, GA",GA,7630,0.6129,0.6402,2994
"Alleghany County, VA",VA,6383,0.6534,0.7172,2991
"Page County, IA",IA,6255,0.6538,0.7288,2980
"Hill County, MT",MT,6206,0.6541,0.7321,2972
"Henry County, KY",KY,6147,0.6993,0.6892,2963
"Gooding County, ID",ID,5702,0.7103,0.7305,2959
"Bertie County, NC",NC,7143,0.5967,0.6941,2958
"Northumberland County, VA",VA,5640,0.7311,0.7172,2957
"New Madrid County, MO",MO,6695,0.6283,0.7024,2955
"Brunswick County, VA",VA,6477,0.6354,0.7172,2952
"Franklin County, AR",AR,7048,0.6361,0.657,2946
"Wright County, IA",IA,5353,0.7548,0.7288,2945
"Newton County, MS",MS,7713,0.6358,0.6006,2945
"Leon County, TX",TX,6741,0.6822,0.6402,2944
"DeWitt County, TX",TX,6921,0.6639,0.6402,2941
"Las Animas County, CO",CO,6513,0.618,0.7305,2940
"Hempstead County, AR",AR,7479,0.5967,0.657,2932
"Union Parish, LA",LA,8508,0.551,0.6254,2932
"Shoshone County, ID",ID,5763,0.6953,0.7305,2927
"Pike County, IL",IL,5965,0.6855,0.7156,2926
"Menard County, IL",IL,5228,0.7798,0.7156,2918
"Leflore County, MS",MS,10203,0.4754,0.6006,2913
"Mason County, IL",IL,5781,0.7019,0.7156,2904
"Cass County, IA",IA,5844,0.6815,0.7288,2903
"Madison County, AR",AR,6463,0.6833,0.657,2901
"Bourbon County, KS",KS,5840,0.6931,0.7156,2897
"Long County, GA",GA,6162,0.7341,0.6402,2896
"Larue County, KY",KY,5996,0.7005,0.6892,2895
"Allen Parish, LA",LA,7854,0.5885,0.6254,2891
"Perquimans County, NC",NC,5614,0.7409,0.6941,2887
"Crisp County, GA",GA,7908,0.5698,0.6402,2885
"Teton County, ID",ID,4677,0.8445,0.7305,2885
"Hampton County, SC",SC,7225,0.5855,0.6809,2881
"Ford County, IL",IL,5828,0.6896,0.7156,2876
"Dallas County, MO",MO,6768,0.6043,0.7024,2873
"Skamania County, WA",WA,5019,0.7745,0.7388,2872
"Chester County, TN",TN,6430,0.6479,0.6875,2864
"Henry County, AL",AL,7062,0.6378,0.6351,2861
"Livingston County, MO",MO,5608,0.7257,0.7024,2859
"Clear Creek County, CO",CO,4677,0.8363,0.7305,2857
"Berrien County, GA",GA,7045,0.6329,0.6402,2855
"Randolph County, AR",AR,7334,0.5922,0.657,2854
"Chowan County, NC",NC,6134,0.6702,0.6941,2853
"Torrance County, NM",NM,6052,0.6888,0.6842,2852
"Stone County, MS",MS,6705,0.707,0.6006,2847
"Lawrence County, IL",IL,5472,0.7258,0.7156,2842
"Dodge County, GA",GA,6881,0.6438,0.6402,2836
"Atchison County, KS",KS,5735,0.691,0.7156,2836
"St. Francis County, AR",AR,7783,0.5539,0.657,2832
"Fergus County, MT",MT,5303,0.7289,0.7321,2830
"Franklin Parish, LA",LA,7525,0.601,0.6254,2828
"Scurry County, TX",TX,5876,0.7518,0.6402,2828
"Jefferson County, FL",FL,5751,0.713,0.6892,2826
"Lake County, MN",MN,4942,0.7621,0.7504,2826
"Kingfisher County, OK",OK,5684,0.7551,0.657,2820
"Butler County, AL",AL,7597,0.584,0.6351,2818
"Wetzel County, WV",WV,6113,0.6765,0.6809,2816
"Arkansas County, AR",AR,6705,0.6388,0.657,2814
"Richland Parish, LA",LA,7240,0.6214,0.6254,2814
"Sequatchie County, TN",TN,6194,0.6606,0.6875,2813
"East Feliciana Parish, LA",LA,6401,0.7024,0.6254,2812
"Monroe County, OH",OH,5651,0.7036,0.704,2799
"Jackson County, KS",KS,5013,0.7787,0.7156,2794
"Chippewa County, MN",MN,5126,0.7246,0.7504,2787
"Pope County, MN",MN,4958,0.7492,0.7504,2787
"Jackson County, TX",TX,6028,0.7219,0.6402,2786
"Deaf Smith County, TX",TX,6051,0.719,0.6402,2785
"Grayson County, VA",VA,6337,0.6123,0.7172,2783
"Dade County, GA",GA,6083,0.714,0.6402,2781
"Massac County, IL",IL,5457,0.7117,0.7156,2779
"Chickasaw County, IA",IA,4997,0.7606,0.7288,2770
"Madison County, FL",FL,6976,0.576,0.6892,2769
"Trigg County, KY",KY,6060,0.6623,0.6892,2766
"Leake County, MS",MS,7414,0.6207,0.6006,2764
"Pawnee County, OK",OK,6108,0.6883,0.657,2762
"Clay County, SD",SD,5547,0.6786,0.7338,2762
"Jasper County, GA",GA,5965,0.7215,0.6402,2755
"Jones County, TX",TX,5915,0.7262,0.6402,2750
"Morgan County, OH",OH,5713,0.683,0.704,2747
"Adair County, OK",OK,7133,0.5862,0.657,2747
"Barbour County, WV",WV,6152,0.6551,0.6809,2744
"Osage County, MO",MO,5287,0.7383,0.7024,2742
"Calhoun County, SC",SC,6179,0.6507,0.6809,2738
"Marengo County, AL",AL,7898,0.5441,0.6351,2729
"Yazoo County, MS",MS,8767,0.5181,0.6006,2728
"Boundary County, ID",ID,5046,0.7376,0.7305,2719
"Hardy County, WV",WV,5954,0.6706,0.6809,2719
"Kodiak Island Borough, AK",AK,4640,0.8185,0.7156,2718
"Washington County, GA",GA,7330,0.5792,0.6402,2718
"Harrison County, OH",OH,5948,0.6488,0.704,2717
"Rockcastle County, KY",KY,6534,0.6019,0.6892,2711
"Ashley County, AR",AR,7356,0.5606,0.657,2709
"Cherokee County, IA",IA,5045,0.7368,0.7288,2709
"Cannon County, TN",TN,5776,0.6819,0.6875,2708
"Custer County, MT",MT,5038,0.7325,0.7321,2702
"Brantley County, GA",GA,6599,0.6393,0.6402,2701
"Sanders County, MT",MT,5451,0.6764,0.7321,2699
"Marshall County, IL",IL,5094,0.7395,0.7156,2696
"Swain County, NC",NC,6013,0.6457,0.6941,2695
"Sharp County, AR",AR,6856,0.5966,0.657,2687
"Shelby County, IA",IA,4882,0.7549,0.7288,2686
"Fremont County, ID",ID,4654,0.7898,0.7305,2685
"Blanco County, TX",TX,5166,0.8116,0.6402,2684
"Dixie County, FL",FL,6236,0.6221,0.6892,2674
"Nottoway County, VA",VA,5611,0.6618,0.7172,2663
"Marshall County, OK",OK,5982,0.6755,0.657,2655
"Pike County, IN",IN,5021,0.7561,0.699,2654
"Lake County, SD",SD,4716,0.7663,0.7338,2652
"Cass County, IL",IL,5128,0.7224,0.7156,2651
"Ramsey County, ND",ND,5410,0.6692,0.7321,2650
"Pendleton County, KY",KY,5442,0.7058,0.6892,2647
"Clay County, IL",IL,5311,0.6962,0.7156,2646
"Winston County, MS",MS,7141,0.6168,0.6006,2645
"Falls County, TX",TX,6344,0.6511,0.6402,2645
"Lincoln County, WA",WA,4820,0.7424,0.7388,2644
"Morgan County, UT",UT,3785,0.9566,0.7288,2639
"Hancock County, IA",IA,4673,0.773,0.7288,2633
"Rio Grande County, CO",CO,5133,0.6999,0.7305,2624
"Guthrie County, IA",IA,4600,0.7818,0.7288,2621
"Callahan County, TX",TX,5239,0.7807,0.6402,2618
"Covington County, MS",MS,7323,0.5942,0.6006,2613
"Casey County, KY",KY,6482,0.5846,0.6892,2611
"Mitchell County, IA",IA,4597,0.7791,0.7288,2610
"White County, IL",IL,5672,0.6428,0.7156,2609
"Northampton County, VA",VA,5437,0.6687,0.7172,2608
"Cross County, AR",AR,6483,0.612,0.657,2607
"Union County, IA",IA,5116,0.6991,0.7288,2607
"McLean County, ND",ND,4377,0.8133,0.7321,2606
"Lyon County, IA",IA,4479,0.7979,0.7288,2605
"Carbon County, MT",MT,4664,0.762,0.7321,2602
"Crockett County, TN",TN,5508,0.6872,0.6875,2602
"Appling County, GA",GA,7178,0.5661,0.6402,2601
"Clay County, KY",KY,7288,0.5179,0.6892,2601
"Mackinac County, MI",MI,5199,0.7041,0.7106,2601
"Vinton County, OH",OH,5328,0.6928,0.704,2599
"Middlesex County, VA",VA,4772,0.7593,0.7172,2599
"Macon County, AL",AL,7237,0.5635,0.6351,2590
"Clay County, MS",MS,7805,0.5516,0.6006,2586
"Ben Hill County, GA",GA,7082,0.5693,0.6402,2581
"Monroe County, AL",AL,7363,0.5499,0.6351,2572
"Marion County, KS",KS,4750,0.7567,0.7156,2572
"San Miguel County, CO",CO,4604,0.7645,0.7305,2571
"Stewart County, TN",TN,5323,0.7025,0.6875,2571
"Cleburne County, AL",AL,5980,0.6766,0.6351,2570
"Cottonwood County, MN",MN,4630,0.7396,0.7504,2569
"Barnes County, ND",ND,4908,0.7146,0.7321,2568
"Custer County, SD",SD,4451,0.7855,0.7338,2566
"Lawrence County, KY",KY,6342,0.5868,0.6892,2565
"Alcona County, MI",MI,5305,0.6798,0.7106,2563
"Williamsburg city, VA",VA,5020,0.7118,0.7172,2563
"Sunflower County, MS",MS,8034,0.5296,0.6006,2555
"Drew County, AR",AR,7196,0.5402,0.657,2554
"Pickens County, AL",AL,6764,0.5943,0.6351,2553
"Wayne County, TN",TN,5982,0.6202,0.6875,2551
"Allen County, KS",KS,5011,0.7096,0.7156,2544
"Dent County, MO",MO,5618,0.6445,0.7024,2543
"Jackson County, MN",MN,4387,0.7702,0.7504,2536
"Lawrence County, AR",AR,6613,0.5828,0.657,2532
"Coahoma County, MS",MS,8404,0.5014,0.6006,2531
"Trinity County, CA",CA,5585,0.6313,0.7172,2529
"Iron County, MI",MI,5547,0.6395,0.7106,2521
"Custer County, NE",NE,4502,0.7675,0.7288,2518
"Pulaski County, IN",IN,4950,0.7268,0.699,2515
"Pamlico County, NC",NC,5456,0.6627,0.6941,2510
"Goshen County, WY",WY,5200,0.6713,0.7189,2509
"Nolan County, TX",TX,5886,0.6657,0.6402,2508
"Trinity County, TX",TX,6078,0.6442,0.6402,2507
"Cook County, GA",GA,6304,0.6199,0.6402,2502
"Bethel Census Area, AK",AK,4828,0.7234,0.7156,2499
"Walsh County, ND",ND,4400,0.7756,0.7321,2498
"Radford city, VA",VA,5540,0.6278,0.7172,2494
"Clay County, AR",AR,6021,0.6296,0.657,2490
"Fleming County, KY",KY,5859,0.6163,0.6892,2488
"Millard County, UT",UT,4357,0.7808,0.7288,2479
"Washington County, AL",AL,5963,0.6532,0.6351,2474
"Richland County, MT",MT,4422,0.7643,0.7321,2474
"Dickenson County, VA",VA,5935,0.5811,0.7172,2473
"Oglethorpe County, GA",GA,5411,0.7137,0.6402,2472
"Morrow County, OR",OR,4326,0.7793,0.7321,2468
"Lewis County, TN",TN,5387,0.666,0.6875,2467
"Fayette County, AL",AL,6255,0.6191,0.6351,2459
"Appanoose County, IA",IA,5199,0.6485,0.7288,2457
"Meigs County, TN",TN,5235,0.6827,0.6875,2457
"Martinsville city, VA",VA,5711,0.5986,0.7172,2452
"Towns County, GA",GA,5924,0.6459,0.6402,2449
"Valley County, ID",ID,4318,0.7765,0.7305,2449
"Attala County, MS",MS,6627,0.6141,0.6006,2444
"Winnebago County, IA",IA,4641,0.7211,0.7288,2439
"Linn County, MO",MO,4801,0.7185,0.7024,2423
"Grand County, UT",UT,4554,0.7277,0.7288,2415
"Louisa County, IA",IA,4237,0.7818,0.7288,2414
"Lee County, SC",SC,6351,0.558,0.6809,2413
"Frio County, TX",TX,5437,0.6932,0.6402,2413
"Box Butte County, NE",NE,4505,0.7347,0.7288,2412
"Cedar County, MO",MO,5773,0.5923,0.7024,2402
"Estill County, KY",KY,5975,0.5828,0.6892,2400
"Franklin County, FL",FL,4949,0.6999,0.6892,2387
"Union County, KY",KY,5198,0.666,0.6892,2386
"Red Willow County, NE",NE,4504,0.7257,0.7288,2382
"Clarke County, IA",IA,4071,0.801,0.7288,2377
"Yellow Medicine County, MN",MN,4070,0.7779,0.7504,2376
"Comanche County, TX",TX,5355,0.6915,0.6402,2371
"Sac County, IA",IA,4302,0.756,0.7288,2370
"Juab County, UT",UT,3862,0.8414,0.7288,2368
"Colfax County, NM",NM,5368,0.643,0.6842,2362
"Rains County, TX",TX,4856,0.759,0.6402,2360
"Watonwan County, MN",MN,4227,0.7413,0.7504,2351
"San Juan County, UT",UT,4555,0.7074,0.7288,2348
"Clay County, AL",AL,5820,0.6346,0.6351,2346
"Blackford County, IN",IN,5173,0.6486,0.699,2345
"Jefferson County, GA",GA,5751,0.6363,0.6402,2343
"Murray County, OK",OK,4956,0.7196,0.657,2343
"Owyhee County, ID",ID,4339,0.7362,0.7305,2333
"Wayne County, MS",MS,7681,0.5049,0.6006,2329
"Pemiscot County, MO",MO,6333,0.5236,0.7024,2329
"Montgomery County, IA",IA,4585,0.6955,0.7288,2324
"Clay County, NC",NC,5081,0.6569,0.6941,2317
"Webster County, KY",KY,4923,0.6821,0.6892,2314
"Colfax County, NE",NE,3707,0.856,0.7288,2313
"Montgomery County, MO",MO,4640,0.7073,0.7024,2305
"Sevier County, AR",AR,5622,0.6206,0.657,2292
"Jasper County, MS",MS,6647,0.5742,0.6006,2292
"Beaverhead County, MT",MT,4201,0.7449,0.7321,2291
"Humboldt County, IA",IA,4219,0.7442,0.7288,2288
"Roane County, WV",WV,5704,0.5883,0.6809,2285
"Butte County, SD",SD,4306,0.723,0.7338,2284
"Madison County, MO",MO,4683,0.6937,0.7024,2282
"Wabash County, IL",IL,4740,0.6724,0.7156,2281
"Washington County, KY",KY,4852,0.6806,0.6892,2276
"Pecos County, TX",TX,5238,0.6773,0.6402,2271
"Cuming County, NE",NE,3807,0.8173,0.7288,2268
"Caldwell County, KY",KY,5025,0.6547,0.6892,2267
"Big Horn County, WY",WY,4460,0.7069,0.7189,2267
"Deer Lodge County, MT",MT,4473,0.691,0.7321,2263
"Brewster County, TX",TX,4951,0.7131,0.6402,2260
"Cumberland County, IL",IL,4177,0.7556,0.7156,2258
"Pipestone County, MN",MN,3971,0.7575,0.7504,2257
"Jackson County, AR",AR,6076,0.5647,0.657,2254
"Linn County, KS",KS,4348,0.7242,0.7156,2253
"Concordia Parish, LA",LA,6778,0.5315,0.6254,2253
"Cheyenne County, NE",NE,4464,0.6926,0.7288,2253
"Willacy County, TX",TX,5691,0.6185,0.6402,2253
"Greene County, IL",IL,4452,0.7068,0.7156,2252
"Lake County, MI",MI,5190,0.6101,0.7106,2250
"Swift County, MN",MN,4121,0.7268,0.7504,2248
"Mathews County, VA",VA,3987,0.7852,0.7172,2245
"Emmet County, IA",IA,4063,0.7574,0.7288,2243
"Montmorency County, MI",MI,4921,0.6401,0.7106,2238
"Rock County, MN",MN,4035,0.7392,0.7504,2238
"Chickasaw County, MS",MS,6674,0.5571,0.6006,2233
"Grundy County, TN",TN,5161,0.6293,0.6875,2233
"Madison County, MT",MT,3740,0.8142,0.7321,2229
"Brooks County, GA",GA,6052,0.5734,0.6402,2222
"Edmonson County, KY",KY,5099,0.6313,0.6892,2218
"Marshall County, MN",MN,3781,0.7802,0.7504,2214
"Hamilton County, NE",NE,3628,0.834,0.7288,2205
"LaSalle Parish, LA",LA,5049,0.696,0.6254,2198
"Alleghany County, NC",NC,5177,0.6094,0.6941,2190
"Todd County, KY",KY,4559,0.6963,0.6892,2188
"Camden County, NC",NC,4011,0.7857,0.6941,2187
"Craig County, OK",OK,5190,0.6405,0.657,2184
"Lunenburg County, VA",VA,4771,0.6375,0.7172,2181
"Nemaha County, KS",KS,4031,0.7556,0.7156,2180
"Stevens County, MN",MN,3889,0.7464,0.7504,2178
"Ward County, TX",TX,4388,0.7752,0.6402,2178
"Charlotte County, VA",VA,4704,0.6454,0.7172,2177
"Holt County, NE",NE,4050,0.7365,0.7288,2174
"Choctaw County, OK",OK,5923,0.5584,0.657,2173
"Prowers County, CO",CO,4733,0.6283,0.7305,2172
"Franklin County, IA",IA,4198,0.7099,0.7288,2172
"Atoka County, OK",OK,4975,0.6623,0.657,2165
"Jackson Parish, LA",LA,5576,0.6206,0.6254,2164
"Essex County, VA",VA,4447,0.6784,0.7172,2164
"Calhoun County, IA",IA,3993,0.743,0.7288,2162
"Clay County, TX",TX,4289,0.7856,0.6402,2157
"Union County, FL",FL,4316,0.7242,0.6892,2154
"Mountrail County, ND",ND,3901,0.7526,0.7321,2149
"Cumberland County, VA",VA,4010,0.7473,0.7172,2149
"Sabine County, TX",TX,4649,0.7215,0.6402,2148
"Keokuk County, IA",IA,4068,0.7241,0.7288,2147
"Crawford County, GA",GA,4441,0.7526,0.6402,2140
"Greene County, IA",IA,3922,0.7488,0.7288,2140
"Stillwater County, MT",MT,3810,0.7667,0.7321,2139
"Gates County, NC",NC,4192,0.7347,0.6941,2138
"Howard County, IA",IA,3773,0.7744,0.7288,2130
"Benewah County, ID",ID,4072,0.7151,0.7305,2127
"Boise County, ID",ID,3593,0.8099,0.7305,2126
"Yuma County, CO",CO,4078,0.7125,0.7305,2122
"Camp County, TX",TX,4817,0.6881,0.6402,2122
"Marshall County, KS",KS,4176,0.7098,0.7156,2121
"Bledsoe County, TN",TN,4858,0.6341,0.6875,2118
"Johnson County, WY",WY,3932,0.7491,0.7189,2117
"Monroe County, WV",WV,4619,0.6713,0.6809,2111
"Palo Alto County, IA",IA,3782,0.7649,0.7288,2108
"Lamb County, TX",TX,4677,0.702,0.6402,2102
"Little River County, AR",AR,4820,0.6624,0.657,2098
"Morgan County, KY",KY,4882,0.6236,0.6892,2098
"Clarke County, MS",MS,5945,0.5867,0.6006,2095
"Madison County, TX",TX,4225,0.7741,0.6402,2094
"Sitka City and Borough, AK",AK,3440,0.8489,0.7156,2090
"Forest County, WI",WI,4006,0.7013,0.7438,2090
"Smith County, MS",MS,5592,0.6221,0.6006,2089
"Butler County, KY",KY,4567,0.6619,0.6892,2083
"Washington County, ID",ID,4202,0.6772,0.7305,2079
"Switzerland County, IN",IN,3875,0.7662,0.699,2075
"Bath County, KY",KY,4698,0.6393,0.6892,2070
"Lewis County, KY",KY,5019,0.598,0.6892,2069
"Phillips County, AR",AR,6023,0.5226,0.657,2068
"Morris County, TX",TX,4895,0.66,0.6402,2068
"Izard County, AR",AR,5232,0.5999,0.657,2062
"Owen County, KY",KY,4252,0.7031,0.6892,2060
"Ralls County, MO",MO,3970,0.7388,0.7024,2060
"Murray County, MN",MN,3609,0.7605,0.7504,2059
"Douglas County, MO",MO,4654,0.6298,0.7024,2059
"Keith County, NE",NE,4051,0.6975,0.7288,2059
"Johnson County, IL",IL,4101,0.7006,0.7156,2056
"Mercer County, ND",ND,3594,0.7816,0.7321,2056
"Sierra County, NM",NM,5440,0.5507,0.6842,2050
"Kane County, UT",UT,3456,0.8135,0.7288,2049
"Jasper County, IL",IL,3751,0.7629,0.7156,2048
"Sublette County, WY",WY,3693,0.7708,0.7189,2047
"Dawson County, MT",MT,3615,0.7719,0.7321,2043
"Screven County, GA",GA,4932,0.6457,0.6402,2039
"Braxton County, WV",WV,4790,0.6251,0.6809,2039
"Turner County, SD",SD,3568,0.7766,0.7338,2033
"Platte County, WY",WY,3848,0.7327,0.7189,2027
"Knott County, KY",KY,5521,0.5325,0.6892,2026
"Rice County, KS",KS,3714,0.7612,0.7156,2023
"Noble County, OH",OH,4619,0.6223,0.704,2023
"Monona County, IA",IA,3878,0.7147,0.7288,2020
"Wayne County, NE",NE,3753,0.7345,0.7288,2009
"Wilbarger County, TX",TX,4778,0.6549,0.6402,2003
"McIntosh County, GA",GA,5067,0.617,0.6402,2002
"Grant County, WV",WV,4393,0.6694,0.6809,2002
"Wayne County, MO",MO,4623,0.6141,0.7024,1994
"Phelps County, NE",NE,3916,0.6973,0.7288,1990
"Choctaw County, AL",AL,5255,0.5948,0.6351,1985
"Jackson County, TN",TN,4795,0.6008,0.6875,1981
"Crenshaw County, AL",AL,5233,0.595,0.6351,1977
"Cloud County, KS",KS,3819,0.7232,0.7156,1976
"Monroe County, KY",KY,4645,0.6161,0.6892,1972
"Noble County, OK",OK,4147,0.7233,0.657,1971
"Butler County, NE",NE,3524,0.7667,0.7288,1969
"Crawford County, IN",IN,4582,0.613,0.699,1963
"Roberts County, SD",SD,3625,0.7377,0.7338,1962
"Lamar County, AL",AL,5086,0.6066,0.6351,1960
"Cedar County, NE",NE,3444,0.7796,0.7288,1957
"Sussex County, VA",VA,3785,0.7207,0.7172,1957
"Grand Isle County, VT",VT,3140,0.8368,0.7438,1954
"Calhoun County, FL",FL,4636,0.6112,0.6892,1953
"Brown County, KS",KS,3794,0.7188,0.7156,1952
"Coffey County, KS",KS,3545,0.769,0.7156,1951
"Red River County, TX",TX,4978,0.6122,0.6402,1951
"Franklin County, TX",TX,3897,0.7797,0.6402,1945
"Barton County, MO",MO,4454,0.6211,0.7024,1943
"Karnes County, TX",TX,4730,0.6413,0.6402,1942
"West Feliciana Parish, LA",LA,4026,0.7705,0.6254,1940
"Emery County, UT",UT,3453,0.7705,0.7288,1939
"Martin County, IN",IN,3904,0.7094,0.699,1936
"Howard County, AR",AR,5098,0.577,0.657,1932
"Washita County, OK",OK,4131,0.7107,0.657,1929
"Walthall County, MS",MS,5290,0.6062,0.6006,1926
"Coosa County, AL",AL,4418,0.6828,0.6351,1916
"Fall River County, SD",SD,3632,0.7181,0.7338,1914
"Jackson County, KY",KY,5122,0.5419,0.6892,1913
"McCreary County, KY",KY,5861,0.4735,0.6892,1913
